21200501,00,15,88%,Northeast,24-34km/h,5,Sunny
21200501,01,18,,,,3-4,Cloudy
21200501,02,18,,,,3-4,Cloudy
21200501,03,14,87%,Quiet,,0,Sunny
21200501,04,18,67%,Northeast,<12km/h,2,Sunny
21200501,05,15,88%,Northeast,24-34km/h,5,Sunny
21200501,06,15,89%,Northeast,34-44km/h,6,Cloudy
21200501,07,16,86%,Quiet,,0,Cloudy
21200501,08,22,,,,4-5,Cloudy
21200501,09,19,68%,North,44-56km/h,7,Sunny
21200501,10,22,,,,4-5,Cloudy
21200501,11,19,64%,North,44-56km/h,7,Sunny
21200501,12,22,,,,4-5,Cloudy
21200501,13,22,,,,4-5,Cloudy
21200501,14,21,62%,North,34-44km/h,6,Cloudy
21200501,15,22,,,,4-5,Cloudy
21200501,16,22,,,,4-5,Cloudy
21200501,17,18,66%,North,34-44km/h,6,Cloudy
21200501,18,17,,,,3-4,Cloudy
21200501,19,17,68%,North,24-34km/h,5,Sunny
21200501,20,18,69%,North,<12km/h,3,Sunny
21200501,21,17,68%,Northeast,<12km/h,1,Sunny
21200501,22,17,75%,North,<12km/h,2,Sunny
21200501,23,17,73%,West,24-34km/h,5,Sunny
21200502,00,18,,,,<3,Overcast
21200502,01,18,,,,<3,Overcast
21200502,02,16,76%,North,16-24km/h,4,Overcast
21200502,03,18,,,,<3,Overcast
21200502,04,17,72%,Northeast,<12km/h,3,Overcast
21200502,05,18,,,,<3,Overcast
21200502,06,17,71%,Northeast,<12km/h,3,Overcast
21200502,07,15,87%,North,<12km/h,3,Overcast
21200502,08,20,,,,3-4,Lightrain
21200502,09,18,71%,North,16-24km/h,4,Overcast
21200502,10,20,,,,3-4,Lightrain
21200502,11,18,66%,North,<12km/h,2,Overcast
21200502,12,19,61%,Northwest,<12km/h,2,Overcast
21200502,13,19,62%,North,<12km/h,2,Overcast
21200502,14,18,65%,North,<12km/h,2,Overcast
21200502,15,18,64%,North,<12km/h,2,Overcast
21200502,16,18,65%,North,24-34km/h,5,Overcast
21200502,17,17,71%,Northeast,<12km/h,2,Overcast
21200502,18,16,,,,4-5,Lightrain
21200502,19,17,64%,North,<12km/h,2,Overcast
21200502,20,17,65%,North,<12km/h,2,Overcast
21200502,21,16,,,,4-5,Lightrain
21200502,22,16,,,,4-5,Lightrain
21200502,23,16,84%,North,24-34km/h,5,Overcast
21200503,00,16,75%,North,<12km/h,2,Overcast
21200503,01,16,78%,Northwest,<12km/h,1,Overcast
21200503,02,16,84%,North,<12km/h,2,Cloudy
21200503,03,15,71%,Northeast,34-44km/h,6,Cloudy
21200503,04,15,69%,North,24-34km/h,5,Cloudy
21200503,05,15,85%,North,<12km/h,3,Rain
21200503,06,15,74%,North,<12km/h,3,Rain
21200503,07,15,60%,North,<12km/h,3,Cloudy
21200503,08,19,,,,4-5,Cloudy
21200503,09,17,62%,Northwest,<12km/h,2,Cloudy
21200503,10,17,57%,North,16-24km/h,4,Cloudy
21200503,11,17,51%,Southwest,<12km/h,3,Cloudy
21200503,12,17,58%,North,24-34km/h,5,Sunny
21200503,13,18,55%,Northwest,<12km/h,2,Cloudy
21200503,14,16,57%,Northwest,<12km/h,3,Sunny
21200503,15,17,49%,North,<12km/h,2,Rain
21200503,16,19,,,,4-5,Cloudy
21200503,17,16,,,,3-4,Cloudy
21200503,18,15,,,,3-4,Cloudy
21200503,19,13,68%,Northeast,<12km/h,2,Cloudy
21200503,20,14,61%,North,16-24km/h,4,Sunny
21200503,21,12,73%,North,<12km/h,1,Sunny
21200503,22,12,77%,North,<12km/h,1,Sunny
21200503,23,15,,,,3-4,Cloudy
21200504,00,12,89%,Quiet,,0,Sunny
21200504,01,17,,Southeast,,<3,Sunny
21200504,02,12,95%,North,<12km/h,2,Sunny
21200504,03,12,96%,Northeast,<12km/h,1,Sunny
21200504,04,11,97%,South,<12km/h,1,Sunny
21200504,05,17,,Southeast,,<3,Sunny
21200504,06,11,94%,Northeast,<12km/h,1,Sunny
21200504,07,12,84%,Northwest,<12km/h,1,Sunny
21200504,08,20,,Southeast,,<3,Sunny
21200504,09,20,,Southeast,,<3,Sunny
21200504,10,20,28%,Northwest,<12km/h,2,Sunny
21200504,11,21,22%,Northwest,<12km/h,2,Sunny
21200504,12,21,24%,North,<12km/h,2,Sunny
21200504,13,21,25%,North,<12km/h,2,Sunny
21200504,14,21,27%,North,<12km/h,2,Sunny
21200504,15,20,,Southeast,,<3,Sunny
21200504,16,20,25%,Northwest,<12km/h,1,Sunny
21200504,17,16,46%,Northeast,<12km/h,1,Sunny
21200504,18,13,54%,North,<12km/h,1,Sunny
21200504,19,13,57%,Quiet,,0,Sunny
21200504,20,12,61%,Northwest,<12km/h,1,Sunny
21200504,21,15,79%,Northeast,<12km/h,2,Sunny
21200504,22,16,,Southeast,,<3,Overcast
21200504,23,16,,Southeast,,<3,Overcast
21200505,00,11,83%,Northwest,<12km/h,2,Sunny
21200505,01,16,,Southeast,,<3,Overcast
21200505,02,16,,Southeast,,<3,Overcast
21200505,03,16,69%,East,<12km/h,3,Sunny
21200505,04,13,94%,North,<12km/h,1,Sunny
21200505,05,13,93%,Northeast,<12km/h,1,Sunny
21200505,06,13,94%,Northwest,<12km/h,1,Overcast
21200505,07,13,94%,Northeast,<12km/h,1,Overcast
21200505,08,16,84%,Quiet,,0,Overcast
21200505,09,19,63%,Southeast,<12km/h,2,Overcast
21200505,10,19,63%,Southeast,<12km/h,2,Overcast
21200505,11,20,,Southeast,,<3,Overcast
21200505,12,19,62%,Southeast,<12km/h,2,Overcast
21200505,13,19,62%,Southeast,<12km/h,2,Overcast
21200505,14,19,67%,South,<12km/h,2,Overcast
21200505,15,21,,Southeast,,<3,Overcast
21200505,16,21,,Southeast,,<3,Overcast
21200505,17,18,,,,<3,Cloudy
21200505,18,16,88%,East,<12km/h,1,Cloudy
21200505,19,16,89%,Northeast,<12km/h,1,Cloudy
21200505,20,18,,,,<3,Cloudy
21200505,21,17,83%,Quiet,,0,Sunny
21200505,22,18,,,,<3,Cloudy
21200505,23,18,,,,<3,Cloudy
21200506,00,7,,,,5-6,Overcast
21200506,01,7,64%,West,<12km/h,3,Overcast
21200506,02,7,,,,5-6,Overcast
21200506,03,7,,,,5-6,Overcast
21200506,04,7,,,,5-6,Overcast
21200506,05,7,,,,5-6,Overcast
21200506,06,6,69%,Northwest,<12km/h,2,Cloudy
21200506,07,8,,,,4-5,Overcast
21200506,08,7,,,,4-5,Overcast
21200506,09,8,,,,4-5,Overcast
21200506,10,8,,,,4-5,Overcast
21200506,11,8,,,,4-5,Overcast
21200506,12,7,,,,4-5,Overcast
21200506,13,8,,,,4-5,Overcast
21200506,14,8,,,,4-5,Overcast
21200506,15,8,,,,4-5,Overcast
21200506,16,8,,,,4-5,Overcast
21200506,17,5,74%,Northwest,16-24km/h,4,Cloudy
21200506,18,7,,,,3-4,Overcast
21200506,19,7,,,,3-4,Overcast
21200506,20,6,,,,3-4,Overcast
21200506,21,7,,,,3-4,Overcast
21200506,22,7,,,,3-4,Overcast
21200506,23,7,,,,3-4,Overcast
21200507,00,16,43%,Northwest,<12km/h,2,Cloudy
21200507,01,15,40%,North,<12km/h,2,Cloudy
21200507,02,15,,Southeast,,5-6,Cloudy
21200507,03,15,58%,North,34-44km/h,6,Sunny
21200507,04,15,,Southeast,,5-6,Cloudy
21200507,05,14,59%,North,<12km/h,3,Sunny
21200507,06,14,50%,Northeast,<12km/h,2,Sunny
21200507,07,14,49%,North,<12km/h,2,Sunny
21200507,08,15,41%,Northeast,<12km/h,2,Sunny
21200507,09,16,38%,Northeast,<12km/h,2,Sunny
21200507,10,15,46%,North,<12km/h,3,Sunny
21200507,11,15,45%,Northeast,24-34km/h,5,Sunny
21200507,12,15,44%,Northeast,16-24km/h,4,Sunny
21200507,13,17,37%,Northeast,<12km/h,2,Sunny
21200507,14,17,,Southeast,,3-4,Cloudy
21200507,15,17,,Southeast,,3-4,Cloudy
21200507,16,16,,Southeast,,3-4,Cloudy
21200507,17,14,,Southeast,,<3,Sunny
21200507,18,12,62%,North,<12km/h,1,Sunny
21200507,19,11,67%,Northeast,<12km/h,1,Sunny
21200507,20,11,68%,North,<12km/h,1,Sunny
21200507,21,13,52%,Southeast,<12km/h,2,Sunny
21200507,22,14,,Southeast,,<3,Sunny
21200507,23,14,,Southeast,,<3,Sunny
21200508,00,14,53%,South,<12km/h,3,Sunny
21200508,01,14,,Southeast,,<3,Sunny
21200508,02,9,86%,Northwest,<12km/h,2,Sunny
21200508,03,9,89%,North,<12km/h,1,Sunny
21200508,04,9,91%,North,<12km/h,1,Sunny
21200508,05,9,94%,Northeast,<12km/h,1,Sunny
21200508,06,9,96%,Northwest,<12km/h,1,Sunny
21200508,07,15,59%,South,<12km/h,3,Sunny
21200508,08,14,74%,Quiet,,0,Sunny
21200508,09,17,58%,South,<12km/h,2,Sunny
21200508,10,18,55%,South,16-24km/h,4,Sunny
21200508,11,18,53%,South,24-34km/h,5,Sunny
21200508,12,18,57%,South,<12km/h,3,Sunny
21200508,13,19,,,,3-4,Sunny
21200508,14,18,,,,3-4,Sunny
21200508,15,19,54%,Southeast,<12km/h,2,Sunny
21200508,16,17,62%,South,16-24km/h,4,Sunny
21200508,17,17,64%,Southeast,<12km/h,2,Sunny
21200508,18,17,67%,Southeast,<12km/h,2,Sunny
21200508,19,17,70%,South,24-34km/h,5,Sunny
21200508,20,17,68%,South,<12km/h,3,Sunny
21200508,21,17,67%,South,<12km/h,2,Sunny
21200508,22,17,68%,South,<12km/h,2,Sunny
21200508,23,17,69%,South,<12km/h,3,Sunny
21200509,00,14,92%,Northeast,<12km/h,3,Sunny
21200509,01,14,94%,Quiet,,0,Sunny
21200509,02,14,96%,Quiet,,0,Sunny
21200509,03,14,96%,Quiet,,0,Sunny
21200509,04,18,74%,East,<12km/h,3,Sunny
21200509,05,18,,,,<3,Sunny
21200509,06,18,73%,East,<12km/h,3,Cloudy
21200509,07,14,96%,Northeast,<12km/h,2,Cloudy
21200509,08,18,81%,Quiet,,0,Cloudy
21200509,09,21,58%,Northeast,<12km/h,3,Cloudy
21200509,10,21,,,,<3,Cloudy
21200509,11,22,,,,<3,Cloudy
21200509,12,22,55%,Northeast,<12km/h,2,Cloudy
21200509,13,21,61%,East,<12km/h,2,Cloudy
21200509,14,22,54%,Northeast,<12km/h,2,Cloudy
21200509,15,21,56%,Northeast,<12km/h,2,Cloudy
21200509,16,20,61%,Northeast,<12km/h,3,Cloudy
21200509,17,18,,,,<3,Cloudy
21200509,18,17,77%,Northeast,<12km/h,3,Cloudy
21200509,19,16,84%,Quiet,,0,Cloudy
21200509,20,16,88%,Quiet,,0,Sunny
21200509,21,15,90%,Northeast,<12km/h,3,Sunny
21200509,22,15,89%,Northeast,<12km/h,2,Sunny
21200509,23,16,90%,North,<12km/h,2,Sunny
21200510,00,17,,Southeast,,3-4,Overcast
21200510,01,17,75%,South,24-34km/h,5,Sunny
21200510,02,16,,Southeast,,3-4,Overcast
21200510,03,16,74%,Southwest,<12km/h,1,Sunny
21200510,04,16,77%,Southwest,<12km/h,3,Sunny
21200510,05,16,82%,South,<12km/h,2,Sunny
21200510,06,16,77%,South,16-24km/h,4,Cloudy
21200510,07,15,82%,Southeast,<12km/h,2,Sunny
21200510,08,18,67%,South,<12km/h,2,Sunny
21200510,09,19,63%,South,<12km/h,3,Sunny
21200510,10,20,59%,Southeast,<12km/h,3,Sunny
21200510,11,21,53%,Southeast,<12km/h,2,Sunny
21200510,12,21,,,,3-4,Cloudy
21200510,13,20,70%,South,24-34km/h,5,Sunny
21200510,14,21,53%,South,<12km/h,3,Sunny
21200510,15,21,60%,South,<12km/h,3,Sunny
21200510,16,20,65%,Southeast,<12km/h,3,Sunny
21200510,17,18,,,,3-4,Cloudy
21200510,18,19,,,,3-4,Cloudy
21200510,19,19,86%,South,34-44km/h,6,Sunny
21200510,20,19,82%,South,<12km/h,2,Cloudy
21200510,21,18,,,,3-4,Cloudy
21200510,22,19,83%,Southeast,<12km/h,2,Cloudy
21200510,23,19,78%,South,<12km/h,2,Sunny
21200511,00,18,,,,3-4,Cloudy
21200511,01,18,,,,3-4,Cloudy
21200511,02,18,84%,East,<12km/h,2,Sunny
21200511,03,18,87%,East,<12km/h,2,Sunny
21200511,04,18,89%,Southeast,<12km/h,2,Sunny
21200511,05,18,,,,3-4,Cloudy
21200511,06,23,,,,3-4,Cloudy
21200511,07,20,88%,South,<12km/h,2,Sunny
21200511,08,21,83%,South,<12km/h,3,Cloudy
21200511,09,23,,,,3-4,Cloudy
21200511,10,22,81%,South,<12km/h,2,Sunny
21200511,11,24,73%,South,<12km/h,3,Sunny
21200511,12,23,74%,Southeast,<12km/h,3,Sunny
21200511,13,24,66%,South,<12km/h,3,Sunny
21200511,14,24,74%,Southeast,<12km/h,3,Sunny
21200511,15,22,84%,South,24-34km/h,5,Sunny
21200511,16,22,84%,Southeast,<12km/h,2,Sunny
21200511,17,21,89%,East,<12km/h,2,Sunny
21200511,18,21,93%,Southeast,<12km/h,1,Sunny
21200511,19,21,95%,East,<12km/h,1,Sunny
21200511,20,16,,,,5-6,Overcast
21200511,21,21,96%,North,<12km/h,1,Cloudy
21200511,22,16,,,,5-6,Overcast
21200511,23,20,97%,Northwest,<12km/h,2,Cloudy
21200512,00,18,89%,North,44-56km/h,7,Cloudy
21200512,01,19,79%,Northwest,<12km/h,3,Cloudy
21200512,02,18,77%,Northwest,<12km/h,3,Cloudy
21200512,03,16,,,,5-6,Overcast
21200512,04,14,97%,North,16-24km/h,4,Rain
21200512,05,13,97%,North,<12km/h,2,Overcast
21200512,06,14,83%,North,<12km/h,3,Overcast
21200512,07,14,81%,North,<12km/h,2,Overcast
21200512,08,13,86%,Northwest,34-44km/h,6,Overcast
21200512,09,13,90%,Northwest,<12km/h,2,Overcast
21200512,10,12,82%,North,24-34km/h,5,Overcast
21200512,11,13,68%,Northwest,<12km/h,3,Overcast
21200512,12,12,72%,Northwest,<12km/h,3,Overcast
21200512,13,17,,,,5-6,Overcast
21200512,14,12,76%,Northwest,<12km/h,1,Overcast
21200512,15,12,75%,Northwest,<12km/h,3,Overcast
21200512,16,12,75%,North,<12km/h,2,Overcast
21200512,17,12,59%,Northwest,34-44km/h,6,Overcast
21200512,18,11,,,,5-6,Overcast
21200512,19,12,63%,Northwest,<12km/h,2,Overcast
21200512,20,11,63%,North,<12km/h,2,Overcast
21200512,21,11,65%,North,<12km/h,1,Overcast
21200512,22,11,61%,Northwest,<12km/h,2,Overcast
21200512,23,9,62%,Northwest,16-24km/h,4,Cloudy
21200513,00,15,79%,Quiet,,0,Cloudy
21200513,01,15,81%,Quiet,,0,Cloudy
21200513,02,17,,,,3-4,Lightrain
21200513,03,15,74%,Quiet,,0,Cloudy
21200513,04,17,,,,3-4,Lightrain
21200513,05,15,76%,Quiet,,0,Cloudy
21200513,06,15,76%,Northeast,34-44km/h,6,Cloudy
21200513,07,15,83%,Quiet,,0,Cloudy
21200513,08,18,70%,Northeast,16-24km/h,4,Cloudy
21200513,09,21,,,,<3,Overcast
21200513,10,21,61%,Northeast,16-24km/h,4,Cloudy
21200513,11,21,,,,<3,Overcast
21200513,12,20,59%,Quiet,,0,Cloudy
21200513,13,21,62%,Quiet,,0,Cloudy
21200513,14,21,,,,<3,Overcast
21200513,15,19,64%,Northeast,16-24km/h,4,Cloudy
21200513,16,20,64%,Northeast,<12km/h,1,Cloudy
21200513,17,18,67%,North,<12km/h,3,Cloudy
21200513,18,17,72%,Northeast,<12km/h,3,Cloudy
21200513,19,16,72%,North,<12km/h,3,Cloudy
21200513,20,16,80%,North,<12km/h,3,Overcast
21200513,21,18,,,,<3,Overcast
21200513,22,16,81%,North,<12km/h,3,Overcast
21200513,23,15,86%,North,<12km/h,3,Overcast
21200514,00,9,59%,North,<12km/h,2,Sunny
21200514,01,9,55%,North,<12km/h,2,Sunny
21200514,02,9,64%,Northwest,<12km/h,3,Cloudy
21200514,03,8,46%,North,<12km/h,2,Sunny
21200514,04,11,,,,5-6,Overcast
21200514,05,8,55%,North,<12km/h,3,Cloudy
21200514,06,16,,,,4-5,Overcast
21200514,07,16,,,,4-5,Overcast
21200514,08,10,56%,North,<12km/h,2,Overcast
21200514,09,11,55%,Northwest,<12km/h,3,Overcast
21200514,10,12,53%,Northwest,<12km/h,3,Overcast
21200514,11,12,55%,Northwest,<12km/h,2,Cloudy
21200514,12,12,51%,North,24-34km/h,5,Cloudy
21200514,13,13,50%,Northwest,<12km/h,2,Cloudy
21200514,14,13,53%,North,<12km/h,2,Cloudy
21200514,15,13,49%,North,16-24km/h,4,Cloudy
21200514,16,12,53%,North,34-44km/h,6,Cloudy
21200514,17,12,53%,North,<12km/h,2,Cloudy
21200514,18,12,53%,North,<12km/h,2,Cloudy
21200514,19,13,,,,4-5,Overcast
21200514,20,13,,,,4-5,Overcast
21200514,21,13,,,,4-5,Overcast
21200514,22,13,,,,4-5,Overcast
21200514,23,12,56%,North,<12km/h,2,Overcast
21200515,00,12,57%,North,<12km/h,2,Overcast
21200515,01,12,55%,Northeast,24-34km/h,5,Cloudy
21200515,02,12,58%,North,<12km/h,1,Overcast
21200515,03,12,58%,North,<12km/h,2,Overcast
21200515,04,12,56%,Northeast,16-24km/h,4,Cloudy
21200515,05,12,55%,North,24-34km/h,5,Cloudy
21200515,06,12,56%,North,<12km/h,2,Overcast
21200515,07,12,57%,Northeast,<12km/h,2,Overcast
21200515,08,13,57%,Northeast,16-24km/h,4,Overcast
21200515,09,14,52%,North,<12km/h,2,Overcast
21200515,10,14,54%,North,<12km/h,1,Overcast
21200515,11,17,,,,3-4,Overcast
21200515,12,14,55%,Northeast,<12km/h,2,Overcast
21200515,13,15,48%,Northeast,<12km/h,2,Cloudy
21200515,14,14,57%,Northeast,<12km/h,2,Overcast
21200515,15,14,58%,Northeast,<12km/h,1,Overcast
21200515,16,14,58%,North,<12km/h,2,Overcast
21200515,17,14,57%,North,<12km/h,1,Overcast
21200515,18,14,61%,North,<12km/h,1,Overcast
21200515,19,15,,,,3-4,Overcast
21200515,20,15,,,,3-4,Overcast
21200515,21,14,59%,Northeast,16-24km/h,4,Overcast
21200515,22,12,73%,Northeast,<12km/h,1,Overcast
21200515,23,12,74%,North,<12km/h,2,Overcast
21200516,00,14,62%,North,16-24km/h,4,Cloudy
21200516,01,15,,,,3-4,Cloudy
21200516,02,13,62%,North,<12km/h,3,Cloudy
21200516,03,12,62%,North,<12km/h,2,Sunny
21200516,04,15,,,,3-4,Cloudy
21200516,05,11,71%,Northwest,<12km/h,1,Sunny
21200516,06,10,85%,North,<12km/h,1,Cloudy
21200516,07,10,88%,Quiet,,0,Cloudy
21200516,08,19,,,,3-4,Cloudy
21200516,09,16,62%,North,<12km/h,2,Cloudy
21200516,10,19,51%,Southwest,<12km/h,1,Overcast
21200516,11,19,,,,3-4,Cloudy
21200516,12,18,54%,Northwest,<12km/h,2,Sunny
21200516,13,17,58%,North,<12km/h,3,Sunny
21200516,14,18,56%,North,<12km/h,3,Sunny
21200516,15,18,45%,East,<12km/h,2,Sunny
21200516,16,15,64%,Northwest,<12km/h,3,Sunny
21200516,17,15,66%,Northwest,<12km/h,2,Sunny
21200516,18,16,,,,<3,Cloudy
21200516,19,12,83%,East,<12km/h,1,Sunny
21200516,20,11,86%,North,<12km/h,1,Cloudy
21200516,21,16,,,,<3,Cloudy
21200516,22,15,67%,North,<12km/h,3,Cloudy
21200516,23,16,,,,<3,Cloudy
21200517,00,12,70%,North,<12km/h,1,Overcast
21200517,01,15,,,,3-4,Overcast
21200517,02,12,77%,North,<12km/h,1,Cloudy
21200517,03,12,80%,North,<12km/h,1,Cloudy
21200517,04,13,71%,Northeast,<12km/h,2,Cloudy
21200517,05,15,,,,3-4,Overcast
21200517,06,13,70%,Northeast,<12km/h,1,Overcast
21200517,07,13,78%,Northeast,<12km/h,1,Overcast
21200517,08,14,75%,Quiet,,0,Overcast
21200517,09,19,,,,3-4,Overcast
21200517,10,16,56%,East,<12km/h,3,Overcast
21200517,11,16,64%,Northeast,16-24km/h,4,Cloudy
21200517,12,18,59%,East,<12km/h,2,Overcast
21200517,13,18,63%,Northeast,<12km/h,1,Overcast
21200517,14,17,65%,East,16-24km/h,4,Cloudy
21200517,15,17,67%,Northeast,<12km/h,2,Overcast
21200517,16,17,70%,East,<12km/h,2,Overcast
21200517,17,16,78%,North,<12km/h,1,Cloudy
21200517,18,16,78%,Southwest,<12km/h,1,Cloudy
21200517,19,16,,,,<3,Overcast
21200517,20,14,96%,Northwest,<12km/h,1,Cloudy
21200517,21,16,,,,<3,Lightrain
21200517,22,14,100%,Quiet,,0,Cloudy
21200517,23,16,,,,<3,Lightrain
21200518,00,14,100%,Quiet,,0,Cloudy
21200518,01,17,90%,Northeast,<12km/h,3,Cloudy
21200518,02,14,100%,North,<12km/h,1,Sunny
21200518,03,16,,,,<3,Lightrain
21200518,04,15,98%,North,<12km/h,2,Sunny
21200518,05,16,93%,Quiet,,0,Sunny
21200518,06,21,,,,3-4,Cloudy
21200518,07,18,96%,East,<12km/h,3,Cloudy
21200518,08,19,95%,Northeast,<12km/h,3,Cloudy
21200518,09,20,,,,<3,Overcast
21200518,10,18,90%,West,<12km/h,2,Cloudy
21200518,11,21,,,,3-4,Cloudy
21200518,12,19,91%,West,<12km/h,1,Overcast
21200518,13,19,87%,West,<12km/h,1,Overcast
21200518,14,20,82%,Quiet,,0,Cloudy
21200518,15,21,79%,East,<12km/h,2,Cloudy
21200518,16,19,83%,South,<12km/h,2,Cloudy
21200518,17,18,88%,Quiet,,0,Cloudy
21200518,18,18,91%,Southwest,<12km/h,1,Cloudy
21200518,19,17,94%,South,<12km/h,1,Cloudy
21200518,20,17,97%,Quiet,,0,Cloudy
21200518,21,18,,,,<3,Overcast
21200518,22,18,97%,East,<12km/h,3,Cloudy
21200518,23,17,100%,Southwest,<12km/h,1,Cloudy
21200519,00,17,100%,Southeast,<12km/h,1,Cloudy
21200519,01,18,,,,<3,Overcast
21200519,02,17,100%,Quiet,,0,Overcast
21200519,03,17,100%,Quiet,,0,Fog
21200519,04,17,100%,Quiet,,0,Fog
21200519,05,17,100%,Northeast,<12km/h,2,Fog
21200519,06,18,100%,Northeast,<12km/h,1,Rain
21200519,07,18,100%,East,<12km/h,1,Cloudy
21200519,08,21,,,,<3,Lightrain
21200519,09,19,98%,Quiet,,0,Rain
21200519,10,19,98%,Quiet,,0,Rain
21200519,11,19,100%,Northeast,<12km/h,1,Rain
21200519,12,19,97%,Southeast,24-34km/h,5,Cloudy
